"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX7856327","BISULFITE-SEQ data from Crassostrea gigas F32 F2 D10 Control Replicate 2","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265439","Pacific oyster","14558.51","1","124295652","37537286904","HI.4852.008.NEBNext_Index_14.F32_J10_F2_C2","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856326","BISULFITE-SEQ data from Crassostrea gigas F32 F2 D10 Control Replicate 1","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265438","Pacific oyster","14454.83","1","123260878","37224785156","HI.4852.008.NEBNext_Index_13.F32_J10_F2_C1","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856325","BISULFITE-SEQ data from Crassostrea gigas F11 F2 D10 Exposed Replicate 2","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265329","Pacific oyster","13528.46","1","120706101","36453242502","HI.4803.004.NEBNext_Index_3.F11_J10_F2_NSI2","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856324","BISULFITE-SEQ data from Crassostrea gigas F11 F2 D10 Exposed Replicate 1","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265328","Pacific oyster","12955.56","1","118049507","35650951114","HI.4867.007.NEBNext_Index_2.F11_J10_F2_NSI1","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856323","BISULFITE-SEQ data from Crassostrea gigas F11 F2 D10 Control Replicate 3","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265327","Pacific oyster","11116.28","1","100463832","30340077264","HI.4867.007.NEBNext_Index_9.F11_J10_F2_C3","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856322","BISULFITE-SEQ data from Crassostrea gigas F11 F2 D10 Control Replicate 2","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265326","Pacific oyster","14955.6","1","135080888","40794428176","HI.4803.004.NEBNext_Index_6.F11_J10_F2_C2","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856321","BISULFITE-SEQ data from Crassostrea gigas F11 F2 D10 Control Replicate 1","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265325","Pacific oyster","13592.82","1","123006454","37147949108","HI.4803.004.NEBNext_Index_5.F11_J10_F2_C1","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856320","BISULFITE-SEQ data from Crassostrea gigas F32 F1 H0 Exposed Replicate 3","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265350","Pacific oyster","12505.1","1","108211411","32679846122","HI.4867.006.NEBNext_Index_22.F32_EMP_F1_H0_NSI3","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856319","BISULFITE-SEQ data from Crassostrea gigas F32 F1 H0 Exposed Replicate 2","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265349","Pacific oyster","12121.45","1","107125342","32351853284","HI.4867.005.NEBNext_Index_21.F32_EMP_F1_H0_NSI2","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856317","BISULFITE-SEQ data from Crassostrea gigas F32 F1 H0 Exposed Replicate 1","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265348","Pacific oyster","15575.32","1","135868263","41032215426","HI.4867.005.NEBNext_Index_20.F32_EMP_F1_H0_NSI1","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856316","BISULFITE-SEQ data from Crassostrea gigas F32 F1 H0 Control Replicate 3","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265347","Pacific oyster","14262.76","1","126703617","38264492334","HI.4867.006.NEBNext_Index_27.F32_EMP_F1_H0_C3","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856315","BISULFITE-SEQ data from Crassostrea gigas F32 F1 H0 Control Replicate 2","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265346","Pacific oyster","14516.49","1","128257406","38733736612","HI.4867.006.NEBNext_Index_25.F32_EMP_F1_H0_C2","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856314","BISULFITE-SEQ data from Crassostrea gigas F32 F1 H0 Control Replicate 1","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265345","Pacific oyster","15255.27","1","133994954","40466476108","HI.4867.006.NEBNext_Index_23.F32_EMP_F1_H0_C1","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856313","BISULFITE-SEQ data from Crassostrea gigas F11 F1 H0 Exposed Replicate 3","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265458","Pacific oyster","12825.8","1","115692466","34939124732","HI.4867.003.NEBNext_Index_9.F11_EMP_F1_H0_NSI3","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856312","BISULFITE-SEQ data from Crassostrea gigas F11 F1 H0 Exposed Replicate 2","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265455","Pacific oyster","14958.88","1","134060619","40486306938","HI.4867.002.NEBNext_Index_8.F11_EMP_F1_H0_NSI2","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856311","BISULFITE-SEQ data from Crassostrea gigas F11 F1 H0 Exposed Replicate 1","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265444","Pacific oyster","18387.57","1","161150656","48667498112","HI.4867.002.NEBNext_Index_7.F11_EMP_F1_H0_NSI1","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856310","BISULFITE-SEQ data from Crassostrea gigas F11 F1 H0 Control Replicate 3","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265433","Pacific oyster","12507.76","1","111216323","33587329546","HI.4867.003.NEBNext_Index_12.F11_EMP_F1_H0_C3","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856309","BISULFITE-SEQ data from Crassostrea gigas F11 F1 H0 Control Replicate 2","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265421","Pacific oyster","15465.52","1","135069615","40791023730","HI.4867.003.NEBNext_Index_11.F11_EMP_F1_H0_C2","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856308","BISULFITE-SEQ data from Crassostrea gigas F11 F1 H0 Control Replicate 1","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265410","Pacific oyster","15505.83","1","136628893","41261925686","HI.4867.003.NEBNext_Index_10.F11_EMP_F1_H0_C1","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856306","BISULFITE-SEQ data from Crassostrea gigas F32 F1 D10 Exposed Replicate 3","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265383","Pacific oyster","12611.21","1","112925305","34103442110","HI.4867.004.NEBNext_Index_15.F32_J10_F1_NSI3","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856305","BISULFITE-SEQ data from Crassostrea gigas F32 F1 D10 Exposed Replicate 2","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265382","Pacific oyster","13360.43","1","119899706","36209711212","HI.4867.004.NEBNext_Index_14.F32_J10_F1_NSI2","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856304","BISULFITE-SEQ data from Crassostrea gigas F32 F1 D10 Exposed Replicate 1","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265381","Pacific oyster","16372.32","1","144817285","43734820070","HI.4867.004.NEBNext_Index_13.F32_J10_F1_NSI1","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856303","BISULFITE-SEQ data from Crassostrea gigas F32 F1 D10 Control Replicate 3","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265380","Pacific oyster","13110.58","1","116210679","35095625058","HI.4867.005.NEBNext_Index_19.F32_J10_F1_C3","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856302","BISULFITE-SEQ data from Crassostrea gigas F32 F1 D10 Control Replicate 2","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265379","Pacific oyster","15049.47","1","133638983","40358972866","HI.4867.005.NEBNext_Index_18.F32_J10_F1_C2","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856301","BISULFITE-SEQ data from Crassostrea gigas F32 F1 D10 Control Replicate 1","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265378","Pacific oyster","13054.51","1","113392336","34244485472","HI.4867.004.NEBNext_Index_16.F32_J10_F1_C1","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856300","BISULFITE-SEQ data from Crassostrea gigas F11 F1 D10 Exposed Replicate 3","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265521","Pacific oyster","17133.78","1","148046003","44709892906","HI.4867.001.NEBNext_Index_3.F11_J10_F1_NSI3","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856299","BISULFITE-SEQ data from Crassostrea gigas F11 F1 D10 Exposed Replicate 2","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265520","Pacific oyster","11591.2","1","102699990","31015396980","HI.4867.001.NEBNext_Index_2.F11_J10_F1_NSI2","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856298","BISULFITE-SEQ data from Crassostrea gigas F11 F1 D10 Exposed Replicate 1","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265519","Pacific oyster","14945.21","1","128959477","38945762054","HI.4867.001.NEBNext_Index_1.F11_J10_F1_NSI1","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856297","BISULFITE-SEQ data from Crassostrea gigas F11 F1 D10 Control Replicate 3","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265518","Pacific oyster","7594.52","1","67367660","20345033320","HI.4867.002.NEBNext_Index_6.F11_J10_F1_C3","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856295","BISULFITE-SEQ data from Crassostrea gigas F11 F1 D10 Control Replicate 2","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265516","Pacific oyster","15127.55","1","132655871","40062073042","HI.4867.002.NEBNext_Index_5.F11_J10_F1_C2","Bisulfite-Seq","OTHER","size fractionation"
"SRX7856294","BISULFITE-SEQ data from Crassostrea gigas F11 F1 D10 Control Replicate 1","Magallana gigas","HiSeq X Ten","University of Perpignan Via Domitia","SRP251710","Transgenerational adaptative phenotypic plasticity in infection resistance of Crassostrea gigas upon early microbial exposure","SRS6265515","Pacific oyster","13089.08","1","116690127","35240418354","HI.4867.001.NEBNext_Index_4.F11_J10_F1_C1","Bisulfite-Seq","OTHER","size fractionation"
"SRX6799168","BS-seq of Crassostrea gigasgill","Magallana gigas","HiSeq X Ten","University of Chinese Academy of Science","SRP220243","Crassostrea gigas Epigenomics","SRS5341847","Pacific oyster","9339.65","1","79818903","23945670900","SubH_1","Bisulfite-Seq","GENOMIC","size fractionation"
"SRX6799167","BS-seq of Crassostrea gigasgill","Magallana gigas","HiSeq X Ten","University of Chinese Academy of Science","SRP220243","Crassostrea gigas Epigenomics","SRS5341847","Pacific oyster","8200.2","1","70095226","21028567800","SubC_3","Bisulfite-Seq","GENOMIC","size fractionation"
"SRX6799166","BS-seq of Crassostrea gigasgill","Magallana gigas","HiSeq X Ten","University of Chinese Academy of Science","SRP220243","Crassostrea gigas Epigenomics","SRS5341847","Pacific oyster","9718.22","1","81490382","24447114600","SubC_2","Bisulfite-Seq","GENOMIC","size fractionation"
"SRX6799165","BS-seq of Crassostrea gigasgill","Magallana gigas","HiSeq X Ten","University of Chinese Academy of Science","SRP220243","Crassostrea gigas Epigenomics","SRS5341847","Pacific oyster","8794.06","1","74770544","22431163200","SubC_1","Bisulfite-Seq","GENOMIC","size fractionation"
"SRX6799164","BS-seq of Crassostrea gigasgill","Magallana gigas","HiSeq X Ten","University of Chinese Academy of Science","SRP220243","Crassostrea gigas Epigenomics","SRS5341847","Pacific oyster","7790.66","1","65976313","19792893900","InH_3","Bisulfite-Seq","GENOMIC","size fractionation"
"SRX6799163","BS-seq of Crassostrea gigasgill","Magallana gigas","HiSeq X Ten","University of Chinese Academy of Science","SRP220243","Crassostrea gigas Epigenomics","SRS5341847","Pacific oyster","8296.15","1","70186712","21056013600","InH_2","Bisulfite-Seq","GENOMIC","size fractionation"
"SRX6799162","BS-seq of Crassostrea gigasgill","Magallana gigas","HiSeq X Ten","University of Chinese Academy of Science","SRP220243","Crassostrea gigas Epigenomics","SRS5341847","Pacific oyster","8595.14","1","73706359","22111907700","InH_1","Bisulfite-Seq","GENOMIC","size fractionation"
